Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
213345645,Redes (Invisible #2),Eloy Moreno,"Moreno, Eloy",,"=""8418050357""","=""9788418050350""",4,4.08,Nube de Tinta,Paperback,288,2024,2024,2024/09/22,2024/09/21,,,read,,,,1,0
214201081,Respira,Tim Winton,"Winton, Tim",Eduardo Jordá,"=""8410178079""","=""9788410178076""",4,3.91,Libros del Asteroide,Kindle Edition,223,2024,2008,2024/09/20,2024/09/18,,,read,,,,1,0
214400545,La vida feliz,David Foenkinos,"Foenkinos, David",Regina López Muñoz,"=""8420478172""","=""9788420478173""",4,3.63,ALFAGUARA,Paperback,224,2024,,2024/09/18,2024/09/17,,,read,,,,1,0
61128188,El ojo de Goliat,Diego Muzzio,"Muzzio, Diego",,"=""""","=""""",3,4.02,Editorial Entropía,Paperback,183,2022,2022,2024/09/17,2024/09/16,,,read,,,,1,0
726117,Vidas minúsculas,Pierre Michon,"Michon, Pierre",,"=""8433969676""","=""9788433969675""",3,3.68,Editorial Anagrama,Paperback,204,2002,1984,2024/09/15,2024/09/14,,,read,,,,1,0
210528623,El año en que hablamos con el mar,Andrés  Montero,"Montero, Andrés",,"=""9566267207""","=""9789566267201""",3,4.48,La Pollera ,Paperback,224,2024,,2024/09/14,2024/09/12,,,read,,,,1,0
216269244,El mejor del mundo,Juan Tallón,"Tallón, Juan",,"=""8433927124""","=""9788433927125""",4,3.21,Editorial Anagrama,Paperback,288,2024,,2024/09/12,2024/09/11,,,read,,,,1,0
210706730,La vida por delante,Magalí  Etchebarne,"Etchebarne, Magalí",,"=""8483933497""","=""9788483933497""",3,3.80,Páginas de Espuma,Paperback,120,2024,,2024/09/11,2024/09/06,,,read,,,,1,0
206708200,Un día en mi cabeza: Canciones para gente (no) muy normal,Santi Balmes,"Balmes, Santi",,"=""8419875449""","=""9788419875440""",3,3.39,Lunwerg Editores,Hardcover,192,2024,,2024/09/05,2024/09/04,,,read,,,,1,0
217951280,La voz sombra,Ryoko Sekiguchi,"Sekiguchi, Ryoko",Regina López Muñoz,"=""841017121X""","=""9788410171213""",3,3.48,Periférica,Paperback,104,2024,,2024/09/04,2024/09/03,,,read,,,,1,0
471816,"Buenos días, tristeza",Françoise Sagan,"Sagan, Françoise",,"=""8483105225""","=""9788483105221""",4,3.74,Tusquets Editores,Mass Market Paperback,179,1997,1954,2024/09/03,2024/09/03,,,read,,,,1,0
4548974,Primero estaba el mar,Tomás González,"González, Tomás",,"=""1583480447""","=""9781583480441""",3,3.79,Norma  ,Paperback,208,1998,1983,2024/09/03,2024/09/02,,,read,,,,1,0
43539926,Para Helga,Bergsveinn Birgisson,"Birgisson, Bergsveinn",,"=""8426405800""","=""9788426405807""",3,3.73,LUMEN,Kindle Edition,128,2018,2010,2024/09/02,2024/09/02,,,read,,,,1,0
49467048,Mujer de rojo sobre fondo gris,Miguel Delibes,"Delibes, Miguel",,"=""""","=""""",5,4.20,,Unknown Binding,,,1991,2024/08/29,2024/08/28,,,read,,,,1,0
60849913,Las frías noches de la infancia,Tezer Özlü,"Özlü, Tezer",Rafael Carpintero Ortega,"=""8419158038""","=""9788419158031""",3,3.84,Errata naturae,Paperback,104,2022,1980,2024/08/28,2024/08/28,,,read,,,,1,0
1628287,Noches blancas,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""9580471509""","=""9789580471509""",4,4.07,Eneida,Paperback,84,2013,1848,2024/08/27,2024/08/27,,,read,,,,1,0
36394413,Renacer en los Andes,Miguel Ángel Tobías,"Tobías, Miguel Ángel",,"=""8416694796""","=""9788416694792""",3,3.69,Luciérnaga CAS,Kindle Edition,174,2017,,2024/08/27,2024/08/22,,,read,,,,1,0
61032879,El mar detrás,Ginés Sánchez,"Sánchez, Ginés",Javier Jaén,"=""8413924332""","=""9788413924335""",3,3.80,EDICIONES SM,Paperback,184,2022,,2024/08/21,2024/08/12,,,read,,,,1,0
212115229,El paciente del doctor Parker,Jasper DeWitt,"DeWitt, Jasper",María Enguix Tercero,"=""8401033152""","=""9788401033155""",3,3.49,Plaza & Janés,Kindle Edition,169,2024,2020,2024/08/12,2024/08/03,,,read,,,,1,0
8984923,El Horla,Guy de Maupassant,"Maupassant, Guy de",,"=""968867382X""","=""9789688673829""",3,3.87,Gandhi Ediciones,Paperback,96,2008,1886,2022/10/12,2022/10/11,,,read,,,,1,0
72054,"Homero, Ilíada",Alessandro Baricco,"Baricco, Alessandro",Xavier González Rovira,"=""8433970690""","=""9788433970695""",4,3.70,Editorial Anagrama,Paperback,192,2005,2004,2024/08/03,2024/08/02,,,read,,,,1,0
44293290,Golpéate el corazón,Amélie Nothomb,"Nothomb, Amélie",Sergi Pàmies,"=""8433940147""","=""9788433940148""",3,3.93,Anagrama,Kindle Edition,152,2019,2017,2024/08/02,2024/08/01,,,read,,,,1,0
205169773,Los aerostatos,Amélie Nothomb,"Nothomb, Amélie",Sergi Pàmies,"=""8433922319""","=""9788433922311""",5,3.65,Editorial Anagrama,Paperback,144,2024,2020,2024/07/31,2024/07/31,,,read,,,,1,0
86362607,Como bestias,Violaine Bérot,"Bérot, Violaine",Pablo Martín Sánchez,"=""8412591178""","=""9788412591170""",3,4.26,Las afueras,Paperback,144,2023,2021,2024/07/31,2024/07/30,,,read,,,,1,0
1238057,Diatriba de amor contra un hombre sentado: Monólogo en un acto,Gabriel García Márquez,"Márquez, Gabriel García",,"=""9582705078""","=""9789582705077""",3,3.83,Arango Editores,Paperback,69,1994,1987,2024/07/30,2024/07/30,,,read,,,,1,0
18160596,Conferencia sobre la lluvia,Juan Villoro,"Villoro, Juan",,"=""607411126X""","=""9786074111262""",3,3.93,Almandía,Paperback,61,2013,2012,2024/07/30,2024/07/29,,,read,,,,1,0
56866,Juan Salvador Gaviota,Richard Bach,"Bach, Richard","Carol Howell, Frederick Howell, Russell Munson","=""8466612491""","=""9788466612494""",3,3.86,B (Ediciones B),Hardcover,96,2003,1970,2024/07/29,2024/07/29,,,read,,,,1,0
45858761,La edad del desconsuelo,Jane Smiley,"Smiley, Jane",,"=""8417517324""","=""9788417517328""",3,3.71,Sexto Piso,Kindle Edition,120,2019,1987,2024/07/29,2024/07/24,,,read,,,,1,0
17374940,El hombre que plantaba árboles,Jean Giono,"Giono, Jean","Joëlle Jolivet, Palmira Feixas","=""8492723084""","=""9788492723089""",4,4.18,Duomo Nefelibata,Paperback,62,2010,1953,2024/07/24,2024/07/24,,,read,,,,1,0
58753989,Horda,Ricardo Menéndez Salmón,"Salmón, Ricardo Menéndez",,"=""8432239232""","=""9788432239236""",2,3.03,Seix Barral,Paperback,128,2021,2021,2024/07/24,2024/07/24,,,read,,,,1,0
212995665,"La asistenta te vigila (La asistenta, #3)",Freida McFadden,"McFadden, Freida","Carlos Abreu Fetter, Jesús de la Torre Olid","=""8410257181""","=""9788410257184""",4,3.86,SUMA,Paperback,368,2024,2024,2024/07/24,2024/07/23,,,read,,,,1,0
202794928,"Lluvia (Blackwater, #6)",Michael McDowell,"McDowell, Michael",Carles Andreu,"=""841965499X""","=""9788419654991""",4,4.09,Blackie Books,Mass Market Paperback,272,2024,1983,2024/07/13,2024/07/12,,,read,,,,1,0
213824129,Cuando la tormenta pase,Manel Loureiro,"Loureiro, Manel",,"=""8408290045""","=""9788408290049""",3,3.66,Editorial Planeta,Hardcover,480,2024,2024,2024/07/07,2024/06/27,,,read,,,,1,0
210260948,"La Santa Compaña (Gonzalo de Berceo, #2)",Lorenzo G. Acebedo,"Acebedo, Lorenzo G.",,"=""8411074935""","=""9788411074933""",2,3.27,Tusquets Editores S.A.,Paperback,304,2024,2024,2024/06/27,2024/06/22,,,read,,,,1,0
202795162,"La fortuna  (Blackwater, #5)",Michael McDowell,"McDowell, Michael",Mireia Alegre Clanxet,"=""8419654981""","=""9788419654984""",4,3.98,Blackie Books,Paperback,272,2024,1983,2024/06/21,2024/06/17,,,read,,,,1,0
18134331,El asiento del conductor,Muriel Spark,"Spark, Muriel",Pepa Linares,"=""849378186X""","=""9788493781866""",3,3.58,Editorial Contraseña SC,Paperback,136,2011,1970,2024/06/17,2024/06/14,,,read,,,,1,0
211837138,También fuimos silencio,Fran López Galán,"Galán, Fran López",,"=""8425368014""","=""9788425368011""",3,4.05,Grijalbo,Kindle Edition,204,2024,2024,2024/06/14,2024/06/13,,,read,,,,1,0
51331513,Elogio de la quietud,Pedro Cuartango,"Cuartango, Pedro",,"=""8494913166""","=""9788494913167""",4,3.97,Círculo de Tiza,Paperback,379,2019,2019,2024/06/13,2024/06/10,,,read,,,,1,0
191373,Bestiario,Julio Cortázar,"Cortázar, Julio",,"=""8466309896""","=""9788466309899""",3,4.19,Punto de Lectura,Paperback,104,2008,1951,2024/06/10,2024/06/10,,,read,,,,1,0
134899244,Baumgartner,Paul Auster,"Auster, Paul",,"=""0802161448""","=""9780802161444""",3,3.72,Grove Atlantic,Hardcover,208,2023,2023,2024/06/05,2024/06/03,,,read,,,,1,0
206801432,Cuentos telúricos,Rodrigo Cortés,"Cortés, Rodrigo",,"=""843974319X""","=""9788439743194""",3,3.49,Literatura Random House,Paperback,304,2024,,2024/06/03,2024/05/29,,,read,,,,1,0
209507300,Madre de corazón atómico,Agustín Fernández Mallo,"Mallo, Agustín Fernández",,"=""8432243698""","=""9788432243691""",3,3.57,Seix Barral,Kindle Edition,195,2024,2024,2024/06/02,2024/06/02,,,read,,,,1,0
210907258,Una historia particular,Manuel Vicent,"Vicent, Manuel",,"=""8420477273""","=""9788420477275""",4,3.89,ALFAGUARA,Kindle Edition,159,2024,2024,2024/05/29,2024/05/28,,,read,,,,1,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",3,4.21,Bloomsbury,Hardcover,245,2020,2020,2024/05/29,2024/05/24,,,read,,,,1,0
56050750,Estado del malestar,Nina Lykke,"Lykke, Nina",Ana Flecha Marco,"=""8412141458""","=""9788412141450""",3,3.69,Gatopardo Ediciones,Paperback,265,2020,2019,2024/05/24,2024/05/21,,,read,,,,1,0
2551245,Plop,Rafael Pinedo,"Pinedo, Rafael",,"=""9871180055""","=""9789871180059""",4,3.87,Interzona,Paperback,170,2005,2002,2024/05/17,2024/05/14,,,read,,,,1,0
64998366,"La guerra (Blackwater, #4)",Michael McDowell,"McDowell, Michael",Elena Cantoni,"=""""","=""9791255020684""",4,4.01,BEAT,Kindle Edition,184,2023,1983,2024/05/17,2024/05/14,,,read,,,,1,0
204780058,Algo que sirva como luz,Fernando Navarro Cano,"Cano, Fernando Navarro",,"=""8403524048""","=""9788403524040""",4,3.99,AGUILAR,Paperback,384,2024,,2024/05/13,2024/05/10,,,read,,,,1,0
63830105,"La casa (Blackwater, #3)",Michael McDowell,"McDowell, Michael",Elena Cantoni,"=""""","=""9791255020677""",3,4.14,Neri Pozza,Kindle Edition,245,2023,1983,2024/05/07,2024/05/06,,,read,,,,1,0
52737998,La gallera,Ramón Palomar,"Palomar, Ramón",,"=""8425357810""","=""9788425357817""",4,4.18,Grijalbo,Paperback,496,2019,,2024/05/06,2024/05/02,,,read,,,,1,0
20877307,El problema final de Sherlock Holmes,Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",4,4.10,La Nación,Paperback,80,2003,1892,2021/03/29,2021/03/29,,,read,,,,1,0
202795005,"El dique (Blackwater, #2)",Michael McDowell,"McDowell, Michael",Carles Andreu,"=""8419654914""","=""9788419654915""",3,3.76,Blackie Books,Mass Market Paperback,272,2024,1983,2024/05/02,2024/04/30,,,read,,,,1,0
29653853,El cuarto de Giovanni,James Baldwin,"Baldwin, James",,"=""""","=""""",4,4.34,,Unknown Binding,,,1956,2024/04/30,2024/04/25,,,read,,,,1,0
202795132,"La riada (Blackwater, #1)",Michael McDowell,"McDowell, Michael",Carles Andreu,"=""8419654892""","=""9788419654892""",3,3.69,Blackie Books,Mass Market Paperback,250,2024,1983,2024/04/25,2024/04/20,,,read,,,,1,0
209073791,"La grieta del silencio (Miren Triggs, #3)",Javier Castillo,"Castillo, Javier",,"=""8491299343""","=""9788491299349""",3,4.24,SUMA,Kindle Edition,448,2024,2024,2024/04/25,2024/04/20,,,read,,,,1,0
58957605,Yo no sé de otras cosas,Elisa Levi,"Levi, Elisa",,"=""8499988857""","=""9788499988856""",3,4.20,Temas de Hoy,Paperback,176,2021,2021,2024/04/19,2024/04/17,,,read,,,,1,0
204780055,Un animal salvaje,Joël Dicker,"Dicker, Joël",María Teresa Gallego Urrutia,"=""8420476846""","=""9788420476841""",4,4.04,Alfaguara,Paperback,448,2024,2024,2024/04/17,2024/04/15,,,read,,,,1,0
206706803,El niño,Fernando Aramburu,"Aramburu, Fernando",,"=""8411074447""","=""9788411074445""",3,3.85,Tusquets Editores S.A.,Paperback,272,2024,2024,2024/04/14,2024/04/12,,,read,,,,1,0
207629468,Elogio de las manos,Jesús Carrasco,"Carrasco, Jesús",,"=""8432243310""","=""9788432243318""",3,3.67,Seix Barral,Paperback,320,2024,,2024/04/12,2024/04/03,,,read,,,,1,0
60731117,No me puedes lastimar: Domina tu mente y desafía las probabilidades,David Goggins,"Goggins, David",,"=""1544529139""","=""9781544529134""",3,4.30,Lioncrest Publishing,Kindle Edition,412,2022,2018,2024/04/10,2024/01/17,,,read,,,,1,0
56180,La soledad era esto,Juan José Millás,"Millás, Juan José",,"=""8423334929""","=""9788423334926""",4,3.60,Planeta Publishing,Paperback,186,2003,1990,2024/04/02,2024/04/01,,,read,,,,1,0
55384017,Crea y divaga: Vida y reflexiones de Jeff Bezos,Jeff Bezos,"Bezos, Jeff","Walter Isaacson, Albert Beteta Mas","=""8408236202""","=""9788408236207""",3,3.85,Planeta,Paperback,320,2020,2020,2024/04/01,2024/03/23,,,read,,,,1,0
205431664,Ansia,Henar Álvarez,"Álvarez, Henar",,"=""8408286617""","=""9788408286615""",2,3.45,Editorial Planeta,Kindle Edition,222,2024,,2024/03/22,2024/03/22,,,read,,,,1,0
7704640,El pintor de la vida moderna,Charles Baudelaire,"Baudelaire, Charles",,"=""8492017724""","=""9788492017720""",3,3.90,Colegio Oficial Aparejadores y Arquitectos Técnicos de Murcia :Librería Yerba :CajaMurcia,Paperback,164,1994,1863,2024/03/19,2024/03/19,,,read,,,,1,0
200142395,En agosto nos vemos,Gabriel García Márquez,"Márquez, Gabriel García",,"=""8439743076""","=""9788439743071""",3,3.55,Random House,Hardcover,142,2024,2024,2024/03/13,2024/03/12,,,read,,,,1,0
35526746,"Origen (Robert Langdon, #5)",Dan    Brown,"Brown, Dan","Aleix Montoto, Claudia Conde","=""""","=""""",4,3.90,Editorial Planeta,Kindle Edition,640,2017,2017,2017/10/16,2017/10/12,,,read,,,,1,0
58647872,RIVERVIEW (Spanish Edition),Álvaro González Alorda,"Alorda, Álvaro González",,"=""""","=""""",4,4.22,,Kindle Edition,284,2021,,2024/03/12,2024/03/11,,,read,,,,1,0
57526388,El ministerio de la verdad,Carlos Augusto Casas,"Casas, Carlos Augusto",,"=""8466669620""","=""9788466669627""",4,3.45,Ediciones B,Paperback,403,2021,2021,2024/03/11,2024/03/05,,,read,,,,1,0
1260753,El gato encerrado,Andrés Trapiello,"Trapiello, Andrés",,"=""8487101283""","=""9788487101281""",5,4.03,Pre-Textos,Hardcover,200,1990,1990,2024/03/05,2024/02/17,,,read,,,,1,0
205565179,Bajo tierra seca,César Pérez Gellida,"Gellida, César Pérez",,"=""8423364577""","=""9788423364572""",4,3.72,Destino,Hardcover,504,2024,,2024/03/03,2024/02/26,,,read,,,,1,0
202748305,La última función,Luis Landero,"Landero, Luis",,"=""8411074129""","=""9788411074124""",3,3.33,Tusquets Editores S.A.,Paperback,224,2024,,2024/02/25,2024/02/21,,,read,,,,1,0
203982344,La llamada: Un retrato,Leila Guerriero,"Guerriero, Leila",,"=""8433922068""","=""9788433922069""",3,4.40,Editorial Anagrama,Paperback,432,2024,2024,2024/02/21,2024/02/04,,,read,,,,1,0
587908,Ante el dolor de los demás,Susan Sontag,"Sontag, Susan",,"=""9505118902""","=""9789505118908""",3,4.10,"Alfaguara Ediciones, S.A. (Spain)",Paperback,152,2003,2003,2024/02/13,2024/02/12,,,read,,,,1,0
201122365,Tres enigmas para la Organización,Eduardo Mendoza,"Mendoza, Eduardo",,"=""8432242829""","=""9788432242823""",3,3.31,Seix Barral,Paperback,408,2024,,2024/02/04,2024/01/31,,,read,,,,1,0
59080630,La piedra de la locura,Benjamín Labatut,"Labatut, Benjamín",,"=""8433916556""","=""9788433916556""",3,3.52,Anagrama,Paperback,71,2021,2021,2024/02/04,2024/02/01,,,read,,,,1,0
57648017,The Storyteller: Tales of Life and Music,Dave Grohl,"Grohl, Dave",,"=""0063076098""","=""9780063076099""",4,4.43, Dey Street Books ,Hardcover,384,2021,2021,2024/01/31,2024/01/26,,,read,,,,1,0
55756916,Un verdor terrible,Benjamín Labatut,"Labatut, Benjamín",,"=""""","=""""",4,4.10,Editorial Anagrama,Paperback,213,2020,2020,2024/01/28,2024/01/25,,,read,,,,1,0
97142243,Fortuna,Hernan Diaz,"Diaz, Hernan",Javier Calvo,"=""8433901923""","=""9788433918451""",3,3.80,Anagrama,Kindle Edition,440,2023,2022,2024/01/25,2024/01/22,,,read,,,,1,0
6047022,Un día en la vida de Iván Denisovich,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr",,"=""8483831074""","=""9788483831076""",4,3.98,Tusquets Editores S.A.,Paperback,220,2008,1962,2021/05/12,2021/05/11,,,read,,,,1,0
60383409,La cría,Pablo Rivero,"Rivero, Pablo",,"=""8491296670""","=""9788491296676""",3,3.82,SUMA,Paperback,416,2022,2022,2024/01/21,2024/01/19,,,read,,,,1,0
36696699,Cadáver exquisito,Agustina Bazterrica,"Bazterrica, Agustina",,"=""9870737943""","=""9789870737940""",3,3.77,Alfaguara,Paperback,249,2017,2017,2024/01/21,2024/01/18,,,read,,,,1,0
267854,El último encuentro,Sándor Márai,"Márai, Sándor",,"=""847888601X""","=""9788478886012""",3,4.00,Salamandra,Paperback,188,2004,1942,2024/01/18,2024/01/10,,,read,,,,1,0
60688614,Maldad,Leticia Sierra,"Sierra, Leticia",,"=""8466672303""","=""9788466672306""",3,4.14,Ediciones B,Kindle Edition,413,2022,2022,2024/01/17,2024/01/15,,,read,,,,1,0
201819158,Blancura,Jon Fosse,"Fosse, Jon","Cristina Gómez Baggethun, Kirsti Baggethun","=""8439744072""","=""9788439744078""",3,3.48,RANDOM HOUSE,Kindle Edition,47,2023,2023,2024/01/16,2024/01/15,,,read,,,,1,0
60257491,La isla más remota del mundo,Myriam Imedio,"Imedio, Myriam",,"=""8491879668""","=""9788491879664""",4,4.02,RBA LIBROS,Paperback,368,2022,2022,2024/01/15,2024/01/12,,,read,,,,1,0
1618911,Los suicidas del fin del mundo: Crónica de un pueblo patagónico,Leila Guerriero,"Guerriero, Leila",,"=""848310346X""","=""9788483103463""",4,4.04,Tusquets,Paperback,231,2006,2005,2024/01/12,2024/01/09,,,read,,,,1,0
199066748,MANIAC,Benjamín Labatut,"Labatut, Benjamín",,"=""8433911007""","=""9788433911001""",4,4.33,Anagrama,Paperback,391,2023,2023,2024/01/12,2024/01/08,,,read,,,,1,0
52061530,Los siete maridos de Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",Nora Escoms,"=""8416517274""","=""9788416517275""",3,4.39,Umbriel,Paperback,384,2020,2017,2024/01/12,2024/01/10,,,read,,,,1,0
62085962,La montaña eres tú: Cómo transformar el autosabotaje en automaestría,Brianna Wiest,"Wiest, Brianna",Hernán Sicilia,"=""6070790006""","=""9786070790003""",3,4.04,Diana México,Kindle Edition,207,2022,2020,2024/01/09,2024/01/05,,,read,,,,1,0
172870366,La traducción del mundo. Las conferencias Weidenfeld 2022,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",,"=""8420476161""","=""9788420476162""",4,4.12,Alfaguara,Paperback,168,2023,,2024/01/08,2024/01/07,,,read,,,,1,0
55338156,Pausa: No eres una lista de tareas pendientes (Do Books) (Spanish Edition),Robert Poynton,"Poynton, Robert",Eva Dallo,"=""8418223049""","=""9788418223044""",3,3.85,Kōan Libros,Kindle Edition,139,2020,,2024/01/06,2024/01/05,,,read,,,,1,0
12432699,De vidas ajenas,Emmanuel Carrère,"Carrère, Emmanuel",Jaime Zulaika,"=""8433975633""","=""9788433975638""",0,4.10,Anagrama,Paperback,264,2011,2009,2024/01/05,2024/01/01,,,read,,,,1,0
35921755,OFF. Your Digital Detox for a Better Life,Tanya Goodin,"Goodin, Tanya",,"=""""","=""""",3,3.49,Ilex Press,Kindle Edition,112,2017,,2024/01/04,2024/01/04,,,read,,,,1,0
25345492,Charlotte,David Foenkinos,"Foenkinos, David","María Teresa Gallego Urrutia, Amaya García Gallego","=""8420419265""","=""9788420419268""",3,4.33,Alfaguara,Paperback,216,2015,2014,2024/01/04,2024/01/04,,,read,,,,1,0
62848145,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,"McFadden, Freida",,"=""1837901317""","=""9781837901319""",4,4.16,Bookouture,Kindle Edition,311,2023,2023,2024/01/03,2024/01/03,,,read,,,,1,0
195466446,"La asistenta (La asistenta, #1)",Freida McFadden,"McFadden, Freida",Carlos Abreu Fetter,"=""""","=""""",4,4.27,SUMA,ebook,358,2023,2022,2024/01/02,2024/01/01,,,read,,,,1,0
33877912,Matilde debe morir,Cristian Acevedo,"Acevedo, Cristian",Omar Weiler,"=""""","=""""",2,3.40,BARENHAUS,Paperback,144,2016,,2023/12/31,2023/12/28,,,read,,,,1,0
16283814,Biografía del silencio,Pablo d'Ors,"d'Ors, Pablo",,"=""8498418380""","=""9788498418385""",4,4.19,Siruela,Mass Market Paperback,116,2019,2012,2023/12/30,2023/12/29,,,read,,,,1,0
193575492,"Maldita Roma: La conquista del poder de Julio César (Julio César, #2)",Santiago Posteguillo,"Posteguillo, Santiago",,"=""8466676562""","=""9788466676564""",5,4.68,Ediciones B,Hardcover,896,2024,2023,2023/12/28,2023/12/18,,,read,,,,1,0
198172854,Donde no llegan las sombras,Jordi Llobregat,"Llobregat, Jordi",,"=""8423364003""","=""9788423364008""",3,3.75,Destino,Paperback,480,2023,,2023/12/20,2023/12/17,,,read,,,,1,0
183535471,Otaberra,Elisa Victoria,"Victoria, Elisa",,"=""8419654450""","=""9788419654458""",4,3.75,Blackie Books,Hardcover,192,2023,2023,2023/12/17,2023/12/16,,,read,,,,1,0
76062012,Amarilla,R.F. Kuang,"Kuang, R.F.",Patricia Henríquez Espejo,"=""""","=""""",4,3.72,Hidra,Hardcover,358,2023,2023,2023/12/15,2023/12/11,,,read,,,,1,0
55559627,El método Zettelkasten,Sönke Ahrens,"Ahrens, Sönke",Guía Carmona,"=""""","=""""",3,4.08,,Kindle Edition,191,2020,2017,2023/12/15,2023/12/12,,,read,,,,1,0
126517815,Un caballero a la deriva,Herbert Clyde Lewis,"Lewis, Herbert Clyde",Ángeles de los Santos,"=""8418838671""","=""9788418838675""",3,4.04,Editorial Periférica,Kindle Edition,116,2023,1937,2023/05/22,2023/05/22,,,read,,,,1,0
6314808,Los 7 hábitos de la gente altamente efectiva,Stephen R. Covey,"Covey, Stephen R.",Jorge Piatigorsky,"=""8449321948""","=""9788449321948""",3,4.16,Ediciones Paidós,Paperback,496,2009,1989,2023/12/11,2023/12/10,,,read,,,,1,0
6004367,Las pequeñas virtudes,Natalia Ginzburg,"Ginzburg, Natalia",Celia Filipetto Isicato,"=""8495359669""","=""9788495359667""",3,4.08,Acantilado,Paperback,168,2018,1962,2023/12/10,2023/12/09,,,read,,,,1,0
60297886,Peluquería y letras,Juan Pablo Villalobos,"Villalobos, Juan Pablo",,"=""8433999451""","=""9788433999450""",3,3.72,Anagrama,Paperback,101,2022,2022,2023/12/08,2023/12/07,,,read,,,,1,0
123199112,V13: Crónica judicial,Emmanuel Carrère,"Carrère, Emmanuel","Grégoire Leménager, Jaime Zulaika","=""8433904973""","=""9788433904973""",4,4.45,Anagrama,Paperback,280,2023,2022,2023/12/07,2023/12/04,,,read,,,,1,0
53530227,"Cabeza, corazón y manos: Un viaje de transformación personal (Spanish Edition)",Álvaro González Alorda,"Alorda, Álvaro González",,"=""""","=""""",5,4.44,,Kindle Edition,192,2020,,2023/12/06,2023/12/06,,,read,,,,1,0
203305653,"Au revoir là-haut (Les Enfants du désastre, #1)",Pierre Lemaitre,"Lemaitre, Pierre",,"=""2226249672""","=""9782226249678""",5,4.21,Albin Michel,Paperback,567,2013,2013,2014/01/01,2014/11/19,,,read,,,,1,0
3630149,La muerte en Venecia,Thomas Mann,"Mann, Thomas",,"=""8435034674""","=""9788435034678""",3,3.68,Edhasa,Hardcover,189,2006,1911,2023/12/04,2023/12/02,,,read,,,,1,0
995957,El cartero siempre llama dos veces,James M. Cain,"Cain, James M.",,"=""8408060392""","=""9788408060390""",4,3.76,Booket,Mass Market Paperback,160,2005,1934,2023/12/02,2023/12/01,,,read,,,,1,0
57895364,Los años extraordinarios,Rodrigo Cortés,"Cortés, Rodrigo",,"=""8439738846""","=""9788439738848""",3,3.50,Literatura Random House,Paperback,360,2021,2021,2023/12/02,2023/11/20,,,read,,,,1,0
63138,La invención de Morel,Adolfo Bioy Casares,"Casares, Adolfo Bioy",,"=""0140260846""","=""9780140260847""",3,3.96,Penguin Books,Paperback,112,1996,1940,2023/12/01,2023/11/29,,,read,,,,1,0
7277413,Los disparos del cazador,Rafael Chirbes,"Chirbes, Rafael",,"=""8433967460""","=""9788433967466""",3,3.82,Editorial Anagrama,Mass Market Paperback,144,2006,1993,2023/11/29,2023/11/29,,,read,,,,1,0
198172472,Verdad o reto,Camilla Läckberg,"Läckberg, Camilla",Claudia Conde,"=""8408280007""","=""9788408280002""",3,3.11,Editorial Planeta,Hardcover,160,2023,2021,2023/11/29,2023/11/27,,,read,,,,1,0
184213307,El descontento,Beatriz Serrano,"Serrano, Beatriz",,"=""8499989861""","=""9788499989860""",3,3.86,Ediciones Temas de Hoy,Paperback,240,2023,2023,2023/11/27,2023/11/27,,,read,,,,1,0
146929943,Un año en Provenza,Peter Mayle,"Mayle, Peter",Francesc Paercerisas,"=""8419311529""","=""9788419311528""",4,4.01,Navona Editorial,Paperback,296,2023,1989,2023/09/30,2023/09/17,,,read,,,,1,0
180354015,Bocabesada,Juan del Val,"Val, Juan del",,"=""8467071060""","=""9788467071061""",3,3.03,Espasa,Kindle Edition,218,2023,,2023/11/23,2023/11/22,,,read,,,,1,0
168381063,El infierno,Carmen Mola,"Mola, Carmen",,"=""8408277588""","=""9788408277583""",3,3.36,Planeta,Hardcover,480,2023,,2023/11/22,2023/11/08,,,read,,,,1,0
192888751,Le dedico mi silencio,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""8420476595""","=""9788420476599""",3,3.46,ALFAGUARA,Paperback,303,2023,2023,2023/11/11,2023/11/10,,,read,,,,1,0
181111705,"Todo vuelve (Todo arde, #2; Universo reina roja, #7)",Juan Gómez-Jurado,"Gómez-Jurado, Juan",Fran Ferriz,"=""846667568X""","=""9788466675680""",3,4.09,Ediciones B,Hardcover,598,2025,2023,2023/11/07,2023/11/05,,,read,,,,1,0
157620810,La armadura de la luz (Los pilares de la tierra #4),Ken Follett,"Follett, Ken",Anuvela,"=""8401032555""","=""9788401032554""",4,4.22,Plaza & Janés,Kindle Edition,881,2023,2023,2023/11/05,2023/10/13,,,read,,,,1,0
